,,,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,10.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,100.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,1000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,10000.0 cp ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,50.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,500.0 ng HgDNA ,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC,NTC
,,,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1,#Ct Pos,#Tm NS,#Tm PD,#Tm Specif,Max Ct,Max Tm1,Mean Ct,Mean NS ng/ul,Mean PD ng/ul,Mean Specif ng/ul,Min Ct,Min Tm1
A81_E312_2,AMR_vim1vim2_10.x_VIM48_VIM30,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,30.4832744598389,91.6225433349609,30.034154891967777,nan,nan,nan,29.2788734436035,91.4856567382812,2.0,0.0,0.0,2.0,27.2481136322021,91.6225433349609,26.3881721496582,nan,nan,nan,25.5282306671143,91.3487701416016,2.0,0.0,0.0,2.0,24.6243934631348,91.4856567382812,23.75345611572265,nan,nan,nan,22.8825187683105,91.3487701416016,2.0,0.0,0.0,2.0,20.5724563598633,91.4856567382812,19.934485435485847,nan,nan,nan,19.2965145111084,91.3487701416016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_2,AMR_vim1vim2_11.x_VIM52_VIM44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,0.0,17.1599750518799,71.9109725952148,17.1599750518799,nan,nan,nan,17.1599750518799,71.7740859985352,0.0,1.0,2.0,0.0,39.2462730407715,82.3143005371094,31.92259120941165,nan,nan,nan,24.5989093780518,76.8388671875,0.0,0.0,2.0,0.0,7.62781667709351,71.3634262084961,7.463210344314575,nan,nan,nan,7.29860401153564,71.2265472412109
A81_E312_2,AMR_vim1vim2_11.x_VIM52_VIM44,K.pneumoniae-VIM1_13440,0.0,0.0,0.0,4.0,30.4646530151367,91.6225433349609,28.254649162292502,nan,nan,nan,27.2016925811768,91.4856567382812,0.0,0.0,0.0,2.0,26.8735332489014,91.6225433349609,25.78193092346195,nan,nan,nan,24.6903285980225,91.4856567382812,0.0,0.0,0.0,2.0,24.5946254730225,91.6225433349609,23.99943733215335,nan,nan,nan,23.4042491912842,91.6225433349609,0.0,0.0,0.0,2.0,21.6010494232178,91.6225433349609,19.8849439620972,nan,nan,nan,18.1688385009766,91.6225433349609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E312_2,AMR_vim1vim2_12.x_VIM55_VIM60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,nan,86.5577621459961,nan,nan,nan,nan,nan,78.8921508789062,0.0,2.0,2.0,0.0,nan,84.2306976318359,nan,nan,nan,nan,nan,83.546272277832,0.0,2.0,0.0,2.0,nan,89.7061386108398,nan,nan,nan,nan,nan,89.5692520141602
A81_E312_2,AMR_vim1vim2_12.x_VIM55_VIM60,K.pneumoniae-VIM1_13440,4.0,0.0,0.0,4.0,29.7627410888672,90.1167907714844,29.4984712600708,nan,nan,nan,29.2836055755615,89.9799041748047,2.0,0.0,0.0,2.0,26.0321044921875,89.9799041748047,25.9904203414917,nan,nan,nan,25.9487361907959,89.8430252075195,2.0,0.0,0.0,2.0,22.8411464691162,89.9799041748047,22.7200593948364,nan,nan,nan,22.5989723205566,89.8430252075195,2.0,0.0,0.0,2.0,19.2917041778564,89.9799041748047,19.069746017456048,nan,nan,nan,18.8477878570557,89.8430252075195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_18.x_CTX71_CTX76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,32.6437225341797,87.6556549072266,31.89520168304445,nan,nan,nan,31.1466808319092,78.6200714111328,0.0,2.0,0.0,0.0,35.9288787841797,88.3401641845703,35.0746536254883,nan,nan,nan,34.2204284667969,87.9294586181641,0.0,0.0,2.0,0.0,37.053165435791,78.2093658447266,35.57654762268065,nan,nan,nan,34.0999298095703,77.5248489379883
A81_E316_1,AMR_ctxm15_18.x_CTX71_CTX76,E.coli-CTXM15_13353,1.0,1.0,3.0,1.0,33.5725784301758,91.6258316040039,32.33602078755697,nan,nan,nan,30.7471561431885,60.0013008117676,2.0,1.0,2.0,0.0,32.1104545593262,84.6437911987305,28.3485383987427,nan,nan,nan,24.5866222381592,79.0307769775391,2.0,0.0,0.0,2.0,27.8775844573975,91.3520278930664,27.5303535461426,nan,nan,nan,27.1831226348877,91.2151184082031,2.0,0.0,1.0,2.0,24.4785537719727,91.3520278930664,24.44916152954105,nan,nan,nan,24.4197692871094,91.2151184082031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_19.x_CTX72_CTX76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,32.3498458862305,86.9711380004883,32.118525505065946,nan,nan,nan,31.8872051239014,86.9711380004883,0.0,2.0,2.0,0.0,36.4770355224609,92.7210540771484,35.725528717041,nan,nan,nan,34.9740219116211,87.108039855957,0.0,2.0,0.0,1.0,32.7400131225586,90.9413146972656,32.7400131225586,nan,nan,nan,32.7400131225586,82.5902557373047
A81_E316_1,AMR_ctxm15_19.x_CTX72_CTX76,E.coli-CTXM15_13353,0.0,2.0,2.0,0.0,37.8773193359375,87.3818511962891,35.79605293273925,nan,nan,nan,33.714786529541,78.6200714111328,0.0,0.0,2.0,0.0,34.5906791687012,79.7152938842773,34.3627452850342,nan,nan,nan,34.1348114013672,79.1676788330078,2.0,1.0,0.0,2.0,27.7577781677246,91.4889297485352,27.6045866012573,nan,nan,nan,27.45139503479,91.4889297485352,2.0,1.0,0.0,2.0,24.1457557678223,91.6258316040039,24.0146646499634,nan,nan,nan,23.8835735321045,91.4889297485352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_20.x_CTX77_CTX81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,35.7283515930176,90.3937072753906,35.7283515930176,nan,nan,nan,35.7283515930176,78.3462677001953,0.0,1.0,1.0,1.0,nan,90.1199035644531,nan,nan,nan,nan,nan,89.1615829467773,0.0,0.0,2.0,0.0,36.298038482666,79.4414901733398,34.79545974731445,nan,nan,nan,33.2928810119629,79.0307769775391
A81_E316_1,AMR_ctxm15_20.x_CTX77_CTX81,E.coli-CTXM15_13353,0.0,0.0,3.0,2.0,36.3582916259766,91.0782165527344,33.81043624877933,nan,nan,nan,32.4645385742188,60.0013008117676,0.0,0.0,2.0,0.0,34.9958915710449,79.3045883178711,34.914613723754854,nan,nan,nan,34.8333358764648,78.2093658447266,2.0,0.0,1.0,2.0,29.1111640930176,90.9413146972656,28.84576988220215,nan,nan,nan,28.5803756713867,90.8044128417969,2.0,0.0,0.0,2.0,26.5534324645996,91.0782165527344,26.38340282440185,nan,nan,nan,26.2133731842041,90.8044128417969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_9.x_CTX34_CTX39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,nan,84.369987487793,nan,nan,nan,nan,nan,84.369987487793,0.0,2.0,2.0,0.0,39.3477363586426,83.6854705810547,39.3477363586426,nan,nan,nan,39.3477363586426,83.4116668701172,0.0,0.0,2.0,0.0,31.9363880157471,77.114143371582,31.9363880157471,nan,nan,nan,31.9363880157471,60.0013008117676
A81_E316_1,AMR_ctxm15_9.x_CTX34_CTX39,E.coli-CTXM15_13353,0.0,2.0,2.0,0.0,32.176383972168,85.739013671875,32.176383972168,nan,nan,nan,32.176383972168,60.0013008117676,0.0,1.0,2.0,0.0,38.9173774719238,88.6139678955078,38.85447311401365,nan,nan,nan,38.7915687561035,77.3879470825195,0.0,0.0,0.0,2.0,29.5017433166504,91.3520278930664,29.355899810791,nan,nan,nan,29.2100563049316,91.3520278930664,2.0,0.0,0.0,2.0,26.2441520690918,91.3520278930664,26.09364128112795,nan,nan,nan,25.9431304931641,91.3520278930664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_x.12_CTX73_CTX75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,35.4828147888184,80.2629089355469,35.23595809936525,nan,nan,nan,34.9891014099121,79.8521957397461,0.0,2.0,2.0,0.0,36.690258026123,89.0246810913086,36.690258026123,nan,nan,nan,36.690258026123,80.2629089355469,0.0,2.0,0.0,0.0,33.4981803894043,80.6736145019531,33.0518913269043,nan,nan,nan,32.6056022644043,80.3998107910156
A81_E316_1,AMR_ctxm15_x.12_CTX73_CTX75,E.coli-CTXM15_13353,1.0,4.0,0.0,2.0,34.1715812683105,91.2151184082031,31.7780213356018,nan,nan,nan,29.678747177124,81.0843200683594,0.0,0.0,2.0,2.0,31.8379592895508,90.9413146972656,31.587812423706048,nan,nan,nan,31.3376655578613,90.9413146972656,2.0,0.0,0.0,2.0,29.5653057098389,90.8044128417969,29.4561223983765,nan,nan,nan,29.3469390869141,90.8044128417969,2.0,0.0,0.0,2.0,26.0941314697266,90.9413146972656,26.0140609741211,nan,nan,nan,25.9339904785156,90.8044128417969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_1,AMR_ctxm15_x.13_CTX78_CTX80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,37.9158782958984,80.3998107910156,37.9158782958984,nan,nan,nan,37.9158782958984,62.7393569946289,0.0,2.0,2.0,0.0,nan,79.5783920288086,nan,nan,nan,nan,nan,74.1022796630859,0.0,1.0,1.0,0.0,35.7791938781738,80.6736145019531,35.7791938781738,nan,nan,nan,35.7791938781738,60.0013008117676
A81_E316_1,AMR_ctxm15_x.13_CTX78_CTX80,E.coli-CTXM15_13353,2.0,0.0,2.0,3.0,33.5144996643066,90.3937072753906,32.532755533854164,nan,nan,nan,31.6992988586426,60.0013008117676,2.0,0.0,0.0,2.0,30.9992427825928,90.2568054199219,30.99088764190675,nan,nan,nan,30.9825325012207,90.1199035644531,2.0,0.0,0.0,2.0,27.4226608276367,90.2568054199219,27.086192131042452,nan,nan,nan,26.7497234344482,90.1199035644531,2.0,0.0,0.0,2.0,24.3052520751953,90.2568054199219,24.20847034454345,nan,nan,nan,24.1116886138916,90.1199035644531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_2,AMR_ctxm15_x.5_CTX36_CTX38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,2.0,1.0,36.4273910522461,88.8657531738281,35.80846977233885,nan,nan,nan,35.1895484924316,88.4553833007812,0.0,2.0,1.0,0.0,38.8619766235352,89.0025329589844,38.85448837280275,nan,nan,nan,38.8470001220703,89.0025329589844,0.0,0.0,2.0,0.0,37.3153915405273,78.0593566894531,36.36785507202145,nan,nan,nan,35.4203186035156,77.9225616455078
A81_E316_2,AMR_ctxm15_x.5_CTX36_CTX38,E.coli-CTXM15_13353,2.0,0.0,0.0,4.0,34.5793113708496,87.9082183837891,33.331802368164055,nan,nan,nan,32.4473762512207,87.6346435546875,2.0,0.0,0.0,2.0,32.623233795166,87.6346435546875,31.8743019104004,nan,nan,nan,31.1253700256348,87.4978485107422,2.0,0.0,0.0,2.0,27.7868194580078,87.4978485107422,27.704074859619148,nan,nan,nan,27.6213302612305,87.4978485107422,2.0,0.0,0.0,2.0,25.1096572875977,87.6346435546875,25.045203208923347,nan,nan,nan,24.980749130249,87.6346435546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_2,AMR_ctxm_23.x_CTX98_CTX99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,0.0,33.6721534729004,89.5496978759766,33.369340896606445,nan,nan,nan,33.0665283203125,89.2761154174805,0.0,2.0,0.0,0.0,34.9857559204102,89.8232727050781,34.9857559204102,nan,nan,nan,34.9857559204102,89.8232727050781,0.0,0.0,2.0,0.0,32.6201057434082,78.8800964355469,31.866770744323752,nan,nan,nan,31.1134357452393,78.4697265625
A81_E316_2,AMR_ctxm_23.x_CTX98_CTX99,E.coli-CTXM15_13353,0.0,1.0,4.0,1.0,34.9056549072266,91.8751220703125,33.683363914489775,nan,nan,nan,32.5123100280762,78.3329315185547,0.0,1.0,1.0,1.0,33.6741333007812,91.7383346557617,33.65621376037595,nan,nan,nan,33.6382942199707,78.0593566894531,0.0,0.0,0.0,2.0,29.8105735778809,91.7383346557617,29.529462814331048,nan,nan,nan,29.2483520507812,91.7383346557617,2.0,0.0,0.0,2.0,26.153678894043,91.8751220703125,26.0126762390137,nan,nan,nan,25.8716735839844,91.7383346557617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_2,AMR_ctxm_x.15_CTX95_CTX100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,0.0,0.0,29.0628414154053,88.8657531738281,27.07407569885255,nan,nan,nan,25.0853099822998,88.7289581298828,2.0,2.0,0.0,0.0,30.2140502929688,88.8657531738281,29.058855056762702,nan,nan,nan,27.9036598205566,88.7289581298828,0.0,1.0,2.0,0.0,34.7168045043945,80.2479858398438,34.7168045043945,nan,nan,nan,34.7168045043945,77.785774230957
A81_E316_2,AMR_ctxm_x.15_CTX95_CTX100,E.coli-CTXM15_13353,0.0,3.0,0.0,1.0,36.9446754455566,87.7714309692383,36.9446754455566,nan,nan,nan,36.9446754455566,80.2479858398438,0.0,0.0,1.0,1.0,nan,87.7714309692383,nan,nan,nan,nan,nan,77.785774230957,2.0,0.0,0.0,2.0,30.7011013031006,87.4978485107422,30.42842960357665,nan,nan,nan,30.1557579040527,87.4978485107422,2.0,0.0,0.0,2.0,26.5949230194092,87.6346435546875,26.5630645751953,nan,nan,nan,26.5312061309814,87.6346435546875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm9_13.x_CTX41_CTX45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,36.1961479187012,84.9739990234375,35.06178092956545,nan,nan,nan,33.9274139404297,75.4341735839844,1.0,1.0,1.0,1.0,37.6968688964844,89.4633331298828,34.5933494567871,nan,nan,nan,31.4898300170898,68.1390075683594,0.0,0.0,2.0,0.0,38.5957298278809,77.1176681518555,36.0005207061768,nan,nan,nan,33.4053115844727,76.5565032958984
A81_E316_3,AMR_ctxm9_13.x_CTX41_CTX45,E.coli-CTXM9_2355,3.0,0.0,0.0,4.0,33.4939041137695,89.4633331298828,32.4198760986328,nan,nan,nan,31.6858615875244,89.4633331298828,2.0,1.0,0.0,2.0,29.8472900390625,89.4633331298828,29.6807985305786,nan,nan,nan,29.5143070220947,89.3230361938477,2.0,0.0,0.0,2.0,26.9636096954346,89.3230361938477,26.5636148452759,nan,nan,nan,26.1636199951172,89.3230361938477,2.0,0.0,0.0,2.0,23.3175773620605,89.4633331298828,23.30982398986815,nan,nan,nan,23.3020706176758,89.4633331298828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm9_17.x_CTX66_CTX70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,37.2865219116211,83.7113723754883,35.8633918762207,nan,nan,nan,34.4402618408203,79.3623352050781,0.0,2.0,1.0,0.0,37.3827133178711,83.2904968261719,37.3827133178711,nan,nan,nan,37.3827133178711,83.1502075195312,0.0,2.0,1.0,0.0,36.5832595825195,82.1681671142578,36.5832595825195,nan,nan,nan,36.5832595825195,72.4880523681641
A81_E316_3,AMR_ctxm9_17.x_CTX66_CTX70,E.coli-CTXM9_2355,0.0,4.0,2.0,1.0,39.5474853515625,93.3914947509766,37.33522510528565,nan,nan,nan,35.7547264099121,81.1861267089844,2.0,1.0,1.0,1.0,33.1558723449707,93.5317840576172,33.15288162231445,nan,nan,nan,33.1498908996582,78.8011703491211,2.0,0.0,0.0,2.0,30.152853012085,93.3914947509766,30.14142799377445,nan,nan,nan,30.1300029754639,93.3914947509766,2.0,0.0,1.0,2.0,26.5860443115234,93.5317840576172,26.50688552856445,nan,nan,nan,26.4277267456055,93.3914947509766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm9_x.11_CTX67_CTX69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,0.0,nan,84.2725372314453,nan,nan,nan,nan,nan,83.7113723754883,0.0,2.0,2.0,0.0,nan,84.4128341674805,nan,nan,nan,nan,nan,78.5205841064453,0.0,2.0,2.0,0.0,nan,82.86962890625,nan,nan,nan,nan,nan,79.2220458984375
A81_E316_3,AMR_ctxm9_x.11_CTX67_CTX69,E.coli-CTXM9_2355,4.0,0.0,2.0,4.0,35.6854515075684,91.4274139404297,34.212724685668945,nan,nan,nan,33.2482528686523,91.2871170043945,2.0,0.0,0.0,2.0,30.9667205810547,91.1468276977539,30.8739404678345,nan,nan,nan,30.7811603546143,91.1468276977539,2.0,0.0,0.0,2.0,27.1843929290771,91.2871170043945,27.096193313598597,nan,nan,nan,27.0079936981201,91.2871170043945,2.0,0.0,0.0,2.0,24.0929698944092,91.2871170043945,24.050284385681152,nan,nan,nan,24.0075988769531,91.2871170043945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm9_x.6_CTX42_CTX44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,1.0,33.5161399841309,87.4992446899414,33.23204612731935,nan,nan,nan,32.9479522705078,79.9235000610352,0.0,1.0,1.0,0.0,36.278133392334,90.3050765991211,35.201509475708,nan,nan,nan,34.124885559082,79.9235000610352,0.0,2.0,0.0,0.0,30.7546443939209,80.765251159668,29.8310203552246,nan,nan,nan,28.9073963165283,80.6249618530273
A81_E316_3,AMR_ctxm9_x.6_CTX42_CTX44,E.coli-CTXM9_2355,0.0,0.0,2.0,4.0,33.3089866638184,88.0604095458984,31.76840686798095,nan,nan,nan,30.8434734344482,87.3589553833008,0.0,0.0,0.0,2.0,29.8348999023438,87.9201202392578,29.237416267395048,nan,nan,nan,28.6399326324463,87.4992446899414,2.0,0.0,0.0,2.0,25.9625911712646,87.7798309326172,25.96111106872555,nan,nan,nan,25.9596309661865,87.4992446899414,2.0,0.0,0.0,2.0,22.7985954284668,87.9201202392578,22.75670623779295,nan,nan,nan,22.7148170471191,87.6395416259766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm_23.x_CTX98_CTX99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,1.0,0.0,34.4052314758301,89.0424499511719,33.707431793212905,nan,nan,nan,33.0096321105957,88.9021606445312,0.0,2.0,1.0,0.0,34.5677375793457,89.4633331298828,34.2209186553955,nan,nan,nan,33.8740997314453,89.3230361938477,0.0,1.0,2.0,0.0,34.1706466674805,79.7832107543945,34.04667282104495,nan,nan,nan,33.9226989746094,78.6608734130859
A81_E316_3,AMR_ctxm_23.x_CTX98_CTX99,E.coli-CTXM9_2355,0.0,0.0,4.0,0.0,38.6022453308105,79.0817565917969,35.623970031738274,nan,nan,nan,32.939094543457,78.0997161865234,0.0,0.0,2.0,0.0,32.9210662841797,78.9414596557617,32.7921257019043,nan,nan,nan,32.6631851196289,78.8011703491211,0.0,0.0,2.0,0.0,33.8636283874512,79.0817565917969,33.3660945892334,nan,nan,nan,32.8685607910156,78.5205841064453,0.0,2.0,2.0,0.0,31.7945747375488,92.1288681030273,31.74082660675045,nan,nan,nan,31.6870784759521,79.2220458984375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A81_E316_3,AMR_ctxm_x.15_CTX95_CTX100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,2.0,32.6180038452148,89.0424499511719,32.09818363189695,nan,nan,nan,31.5783634185791,88.9021606445312,0.0,0.0,0.0,2.0,34.0343704223633,89.0424499511719,33.8593559265137,nan,nan,nan,33.6843414306641,88.9021606445312,0.0,1.0,1.0,0.0,4.66744756698608,81.4667053222656,4.618120908737181,nan,nan,nan,4.56879425048828,67.1569671630859
A81_E316_3,AMR_ctxm_x.15_CTX95_CTX100,E.coli-CTXM9_2355,0.0,0.0,0.0,4.0,34.9022445678711,89.4633331298828,34.48650741577148,nan,nan,nan,34.047737121582,89.3230361938477,0.0,0.0,0.0,2.0,32.1946830749512,89.3230361938477,31.9196472167969,nan,nan,nan,31.6446113586426,89.3230361938477,0.0,0.0,0.0,2.0,28.569543838501,89.3230361938477,28.417821884155302,nan,nan,nan,28.2660999298096,89.3230361938477,0.0,0.0,0.0,2.0,24.7413902282715,89.4633331298828,24.7229223251343,nan,nan,nan,24.7044544219971,89.4633331298828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
